,run,round,hold_1,hold_2,score_1,score_2
1680,561,1,"['chopsticks', 'tempura', 'sashimi', 'maki roll 3', 'tempura', 'pudding', 'tempura', 'wasabi', 'maki roll 1', 'maki roll 2']","['pudding', 'pudding', 'tempura', 'maki roll 3', 'squid nigiri', 'dumpling', 'salmon nigiri', 'dumpling', 'sashimi', 'pudding']",11,11
1681,561,2,"['pudding', 'squid nigiri', 'maki roll 3', 'dumpling', 'tempura', 'squid nigiri', 'tempura', 'maki roll 1', 'pudding', 'tempura', 'maki roll 2']","['pudding', 'pudding', 'pudding', 'dumpling', 'pudding', 'tempura', 'maki roll 3', 'maki roll 2', 'maki roll 3', 'tempura', 'salmon nigiri', 'dumpling', 'pudding']",26,24
1682,561,3,"['pudding', 'pudding', 'dumpling', 'tempura', 'maki roll 2', 'sashimi', 'sashimi', 'salmon nigiri', 'dumpling', 'maki roll 3', 'tempura', 'salmon nigiri']","['pudding', 'pudding', 'pudding', 'pudding', 'pudding', 'tempura', 'maki roll 1', 'sashimi', 'maki roll 2', 'squid nigiri', 'egg nigiri', 'chopsticks', 'salmon nigiri', 'egg nigiri', 'salmon nigiri']",38,42
1683,562,1,"['maki roll 2', 'tempura', 'tempura', 'maki roll 3', 'wasabi', 'dumpling', 'tempura', 'sashimi', 'squid nigiri', 'sashimi']","['dumpling', 'salmon nigiri', 'pudding', 'dumpling', 'squid nigiri', 'sashimi', 'salmon nigiri', 'wasabi', 'sashimi', 'sashimi']",15,23
1684,562,2,"['maki roll 2', 'pudding', 'egg nigiri', 'tempura', 'dumpling', 'squid nigiri', 'maki roll 2', 'egg nigiri', 'chopsticks', 'tempura']","['pudding', 'sashimi', 'dumpling', 'tempura', 'maki roll 2', 'chopsticks', 'wasabi', 'maki roll 3', 'maki roll 2', 'salmon nigiri', 'pudding']",29,29
1685,562,3,"['pudding', 'dumpling', 'sashimi', 'maki roll 2', 'egg nigiri', 'tempura', 'maki roll 2', 'salmon nigiri', 'dumpling', 'sashimi', 'maki roll 1']","['pudding', 'pudding', 'pudding', 'maki roll 3', 'pudding', 'maki roll 1', 'sashimi', 'sashimi', 'pudding', 'dumpling', 'maki roll 2', 'maki roll 3']",32,39
1686,563,1,"['dumpling', 'sashimi', 'tempura', 'dumpling', 'dumpling', 'maki roll 2', 'sashimi', 'tempura', 'tempura', 'maki roll 2']","['pudding', 'wasabi', 'maki roll 1', 'tempura', 'sashimi', 'squid nigiri', 'maki roll 2', 'tempura', 'sashimi', 'sashimi']",17,21
1687,563,2,"['salmon nigiri', 'squid nigiri', 'maki roll 2', 'wasabi', 'pudding', 'maki roll 2', 'dumpling', 'sashimi', 'dumpling', 'sashimi']","['pudding', 'maki roll 3', 'maki roll 1', 'egg nigiri', 'maki roll 3', 'egg nigiri', 'tempura', 'salmon nigiri', 'pudding', 'tempura', 'maki roll 3']",28,33
1688,563,3,"['pudding', 'dumpling', 'salmon nigiri', 'maki roll 1', 'maki roll 2', 'sashimi', 'wasabi', 'sashimi', 'maki roll 3', 'dumpling', 'maki roll 1']","['pudding', 'pudding', 'wasabi', 'pudding', 'maki roll 1', 'squid nigiri', 'maki roll 2', 'tempura', 'salmon nigiri', 'maki roll 3', 'sashimi', 'maki roll 1']",30,47
1689,564,1,"['maki roll 2', 'wasabi', 'salmon nigiri', 'maki roll 2', 'dumpling', 'sashimi', 'maki roll 2', 'wasabi', 'egg nigiri', 'tempura']","['dumpling', 'salmon nigiri', 'salmon nigiri', 'dumpling', 'pudding', 'chopsticks', 'maki roll 2', 'tempura', 'egg nigiri', 'egg nigiri']",10,12
1690,564,2,"['tempura', 'sashimi', 'dumpling', 'pudding', 'tempura', 'dumpling', 'dumpling', 'chopsticks', 'sashimi', 'maki roll 3']","['pudding', 'squid nigiri', 'tempura', 'tempura', 'sashimi', 'salmon nigiri', 'sashimi', 'tempura', 'sashimi', 'wasabi', 'maki roll 1']",27,35
1691,564,3,"['pudding', 'maki roll 2', 'sashimi', 'dumpling', 'dumpling', 'maki roll 1', 'tempura', 'salmon nigiri', 'pudding', 'maki roll 3', 'chopsticks']","['pudding', 'sashimi', 'salmon nigiri', 'pudding', 'egg nigiri', 'tempura', 'squid nigiri', 'maki roll 3', 'maki roll 1', 'sashimi', 'maki roll 2']",38,47
1692,565,1,"['tempura', 'tempura', 'tempura', 'maki roll 1', 'salmon nigiri', 'salmon nigiri', 'dumpling', 'salmon nigiri', 'egg nigiri', 'maki roll 1']","['pudding', 'maki roll 3', 'sashimi', 'tempura', 'wasabi', 'dumpling', 'maki roll 3', 'maki roll 2', 'tempura', 'chopsticks']",16,9
1693,565,2,"['maki roll 3', 'pudding', 'maki roll 2', 'tempura', 'dumpling', 'squid nigiri', 'salmon nigiri', 'sashimi', 'egg nigiri', 'sashimi']","['pudding', 'dumpling', 'dumpling', 'pudding', 'maki roll 1', 'maki roll 3', 'dumpling', 'maki roll 1', 'tempura', 'pudding', 'maki roll 1']",26,18
1694,565,3,"['pudding', 'chopsticks', 'maki roll 2', 'maki roll 3', 'wasabi', 'dumpling', 'salmon nigiri', 'sashimi', 'tempura', 'maki roll 2', 'pudding']","['pudding', 'pudding', 'pudding', 'egg nigiri', 'tempura', 'sashimi', 'salmon nigiri', 'sashimi', 'salmon nigiri', 'chopsticks', 'squid nigiri', 'dumpling', 'sashimi']",29,46
1695,566,1,"['chopsticks', 'maki roll 2', 'sashimi', 'sashimi', 'maki roll 2', 'tempura', 'maki roll 1', 'salmon nigiri', 'pudding', 'maki roll 3']","['tempura', 'tempura', 'wasabi', 'maki roll 2', 'salmon nigiri', 'salmon nigiri', 'pudding', 'maki roll 3', 'pudding', 'dumpling']",8,13
1696,566,2,"['pudding', 'dumpling', 'pudding', 'squid nigiri', 'maki roll 3', 'tempura', 'tempura', 'sashimi', 'dumpling', 'wasabi', 'dumpling']","['pudding', 'pudding', 'maki roll 2', 'dumpling', 'maki roll 2', 'salmon nigiri', 'squid nigiri', 'maki roll 3', 'sashimi', 'maki roll 2', 'sashimi', 'sashimi']",25,32
1697,566,3,"['pudding', 'pudding', 'tempura', 'squid nigiri', 'tempura', 'maki roll 2', 'wasabi', 'pudding', 'sashimi', 'wasabi', 'wasabi', 'tempura']","['pudding', 'pudding', 'salmon nigiri', 'tempura', 'maki roll 2', 'chopsticks', 'pudding', 'salmon nigiri', 'sashimi', 'sashimi', 'maki roll 1', 'salmon nigiri']",39,44
1698,567,1,"['squid nigiri', 'maki roll 1', 'dumpling', 'sashimi', 'salmon nigiri', 'maki roll 2', 'tempura', 'wasabi', 'pudding', 'dumpling']","['wasabi', 'chopsticks', 'egg nigiri', 'maki roll 3', 'sashimi', 'tempura', 'pudding', 'tempura', 'salmon nigiri', 'maki roll 1']",11,11
1699,567,2,"['pudding', 'dumpling', 'dumpling', 'maki roll 3', 'pudding', 'salmon nigiri', 'squid nigiri', 'tempura', 'sashimi', 'dumpling', 'wasabi']","['pudding', 'egg nigiri', 'maki roll 2', 'tempura', 'chopsticks', 'maki roll 2', 'maki roll 2', 'sashimi', 'dumpling', 'dumpling', 'egg nigiri']",25,19
1700,567,3,"['pudding', 'pudding', 'maki roll 2', 'tempura', 'sashimi', 'maki roll 3', 'dumpling', 'maki roll 1', 'salmon nigiri', 'maki roll 2', 'maki roll 3', 'sashimi']","['pudding', 'pudding', 'salmon nigiri', 'maki roll 1', 'maki roll 3', 'maki roll 2', 'chopsticks', 'squid nigiri', 'tempura', 'tempura', 'maki roll 2']",37,35
1701,568,1,"['maki roll 1', 'salmon nigiri', 'pudding', 'tempura', 'maki roll 1', 'maki roll 2', 'sashimi', 'dumpling', 'maki roll 1', 'tempura']","['dumpling', 'salmon nigiri', 'egg nigiri', 'maki roll 2', 'egg nigiri', 'chopsticks', 'salmon nigiri', 'tempura', 'salmon nigiri', 'tempura']",14,17
1702,568,2,"['pudding', 'wasabi', 'dumpling', 'sashimi', 'sashimi', 'dumpling', 'dumpling', 'tempura', 'tempura', 'squid nigiri', 'chopsticks']","['pudding', 'dumpling', 'sashimi', 'wasabi', 'tempura', 'maki roll 2', 'dumpling', 'squid nigiri', 'dumpling', 'tempura']",31,34
1703,568,3,"['pudding', 'pudding', 'pudding', 'maki roll 1', 'maki roll 3', 'salmon nigiri', 'tempura', 'squid nigiri', 'pudding', 'maki roll 1', 'maki roll 2']","['pudding', 'maki roll 3', 'sashimi', 'maki roll 1', 'salmon nigiri', 'salmon nigiri', 'egg nigiri', 'pudding', 'maki roll 2', 'maki roll 3', 'salmon nigiri']",45,38
1704,569,1,"['wasabi', 'wasabi', 'pudding', 'salmon nigiri', 'tempura', 'salmon nigiri', 'sashimi', 'egg nigiri', 'maki roll 2', 'dumpling']","['egg nigiri', 'maki roll 1', 'maki roll 1', 'salmon nigiri', 'maki roll 3', 'sashimi', 'pudding', 'dumpling', 'pudding', 'maki roll 2']",9,7
1705,569,2,"['pudding', 'sashimi', 'squid nigiri', 'maki roll 1', 'sashimi', 'wasabi', 'maki roll 3', 'dumpling', 'squid nigiri', 'dumpling', 'tempura']","['pudding', 'pudding', 'wasabi', 'dumpling', 'maki roll 1', 'dumpling', 'maki roll 2', 'salmon nigiri', 'pudding', 'maki roll 3', 'chopsticks', 'wasabi']",21,15
1706,569,3,"['pudding', 'dumpling', 'squid nigiri', 'salmon nigiri', 'maki roll 2', 'tempura', 'egg nigiri', 'sashimi', 'sashimi', 'squid nigiri', 'tempura']","['pudding', 'pudding', 'pudding', 'maki roll 2', 'dumpling', 'maki roll 3', 'maki roll 2', 'sashimi', 'wasabi', 'tempura', 'salmon nigiri', 'dumpling', 'dumpling']",33,32
1707,570,1,"['maki roll 1', 'maki roll 3', 'wasabi', 'pudding', 'salmon nigiri', 'pudding', 'salmon nigiri', 'pudding', 'maki roll 2', 'wasabi']","['sashimi', 'salmon nigiri', 'maki roll 3', 'dumpling', 'squid nigiri', 'salmon nigiri', 'pudding', 'maki roll 2', 'salmon nigiri', 'maki roll 3']",7,13
1708,570,2,"['pudding', 'pudding', 'pudding', 'maki roll 1', 'pudding', 'dumpling', 'tempura', 'maki roll 3', 'wasabi', 'squid nigiri', 'pudding', 'chopsticks', 'dumpling']","['pudding', 'dumpling', 'salmon nigiri', 'salmon nigiri', 'tempura', 'tempura', 'chopsticks', 'tempura', 'chopsticks', 'pudding', 'pudding']",19,26
1709,570,3,"['pudding', 'pudding', 'pudding', 'pudding', 'pudding', 'maki roll 2', 'sashimi', 'dumpling', 'salmon nigiri', 'maki roll 2', 'dumpling', 'dumpling', 'maki roll 2', 'maki roll 3', 'dumpling']","['pudding', 'pudding', 'pudding', 'sashimi', 'dumpling', 'maki roll 2', 'tempura', 'wasabi', 'maki roll 3', 'maki roll 2', 'sashimi', 'egg nigiri', 'tempura']",43,30
1710,571,1,"['sashimi', 'maki roll 3', 'tempura', 'salmon nigiri', 'maki roll 3', 'chopsticks', 'dumpling', 'dumpling', 'chopsticks', 'tempura']","['maki roll 2', 'maki roll 2', 'tempura', 'egg nigiri', 'maki roll 3', 'salmon nigiri', 'chopsticks', 'maki roll 1', 'maki roll 3', 'pudding']",13,6
1711,571,2,"['chopsticks', 'dumpling', 'squid nigiri', 'dumpling', 'sashimi', 'egg nigiri', 'dumpling', 'squid nigiri', 'maki roll 2', 'squid nigiri']","['pudding', 'wasabi', 'dumpling', 'maki roll 1', 'sashimi', 'salmon nigiri', 'pudding', 'maki roll 1', 'tempura', 'egg nigiri', 'sashimi']",32,13
1712,571,3,"['maki roll 2', 'salmon nigiri', 'maki roll 2', 'salmon nigiri', 'egg nigiri', 'squid nigiri', 'maki roll 2', 'tempura', 'sashimi', 'maki roll 1']","['pudding', 'pudding', 'dumpling', 'dumpling', 'squid nigiri', 'maki roll 2', 'sashimi', 'sashimi', 'sashimi', 'pudding', 'maki roll 1', 'pudding']",40,38
1713,572,1,"['chopsticks', 'dumpling', 'tempura', 'tempura', 'maki roll 2', 'dumpling', 'squid nigiri', 'chopsticks', 'pudding', 'maki roll 3']","['sashimi', 'sashimi', 'dumpling', 'sashimi', 'squid nigiri', 'tempura', 'dumpling', 'maki roll 2', 'dumpling', 'dumpling']",17,26
1714,572,2,"['pudding', 'egg nigiri', 'dumpling', 'maki roll 1', 'sashimi', 'maki roll 3', 'maki roll 2', 'salmon nigiri', 'salmon nigiri', 'wasabi', 'squid nigiri']","['maki roll 3', 'maki roll 2', 'dumpling', 'sashimi', 'egg nigiri', 'maki roll 2', 'pudding', 'tempura', 'maki roll 3', 'tempura']",29,36
1715,572,3,"['pudding', 'tempura', 'wasabi', 'tempura', 'dumpling', 'salmon nigiri', 'pudding', 'maki roll 2', 'pudding', 'dumpling', 'pudding']","['pudding', 'sashimi', 'tempura', 'maki roll 1', 'dumpling', 'salmon nigiri', 'tempura', 'pudding', 'squid nigiri', 'sashimi', 'maki roll 2']",48,44
1716,573,1,"['maki roll 2', 'pudding', 'dumpling', 'egg nigiri', 'salmon nigiri', 'chopsticks', 'salmon nigiri', 'dumpling', 'tempura', 'dumpling']","['tempura', 'chopsticks', 'salmon nigiri', 'maki roll 1', 'maki roll 2', 'maki roll 1', 'maki roll 2', 'maki roll 1', 'salmon nigiri', 'salmon nigiri']",14,9
1717,573,2,"['pudding', 'maki roll 3', 'wasabi', 'sashimi', 'squid nigiri', 'egg nigiri', 'squid nigiri', 'salmon nigiri', 'pudding', 'maki roll 3', 'squid nigiri']","['dumpling', 'chopsticks', 'wasabi', 'sashimi', 'wasabi', 'dumpling', 'squid nigiri', 'tempura', 'pudding', 'tempura']",32,23
1718,573,3,"['pudding', 'pudding', 'maki roll 2', 'maki roll 3', 'maki roll 1', 'maki roll 3', 'tempura', 'salmon nigiri', 'pudding', 'maki roll 2', 'maki roll 2', 'dumpling']","['pudding', 'chopsticks', 'tempura', 'sashimi', 'dumpling', 'dumpling', 'egg nigiri', 'pudding', 'salmon nigiri', 'maki roll 2', 'salmon nigiri']",47,28
1719,574,1,"['egg nigiri', 'tempura', 'maki roll 2', 'maki roll 2', 'egg nigiri', 'tempura', 'salmon nigiri', 'sashimi', 'sashimi', 'wasabi']","['dumpling', 'egg nigiri', 'maki roll 1', 'wasabi', 'pudding', 'salmon nigiri', 'dumpling', 'tempura', 'salmon nigiri', 'chopsticks']",15,11
1720,574,2,"['maki roll 1', 'tempura', 'tempura', 'sashimi', 'sashimi', 'maki roll 2', 'tempura', 'chopsticks', 'dumpling', 'sashimi']","['pudding', 'dumpling', 'dumpling', 'maki roll 1', 'pudding', 'pudding', 'sashimi', 'pudding', 'tempura', 'pudding', 'maki roll 2']",34,17
1721,574,3,"['tempura', 'maki roll 3', 'maki roll 2', 'chopsticks', 'squid nigiri', 'wasabi', 'pudding', 'egg nigiri', 'tempura', 'dumpling']","['pudding', 'pudding', 'pudding', 'pudding', 'pudding', 'maki roll 1', 'maki roll 3', 'egg nigiri', 'maki roll 3', 'dumpling', 'pudding', 'tempura', 'squid nigiri', 'sashimi', 'dumpling']",41,33
1722,575,1,"['squid nigiri', 'squid nigiri', 'maki roll 2', 'dumpling', 'salmon nigiri', 'sashimi', 'dumpling', 'maki roll 1', 'sashimi', 'sashimi']","['dumpling', 'maki roll 2', 'dumpling', 'dumpling', 'egg nigiri', 'salmon nigiri', 'maki roll 3', 'maki roll 1', 'salmon nigiri', 'maki roll 2']",24,14
1723,575,2,"['maki roll 2', 'pudding', 'tempura', 'pudding', 'dumpling', 'squid nigiri', 'sashimi', 'egg nigiri', 'dumpling', 'maki roll 2']","['pudding', 'tempura', 'tempura', 'sashimi', 'pudding', 'maki roll 3', 'maki roll 3', 'maki roll 2', 'sashimi', 'squid nigiri']",34,25
1724,575,3,"['pudding', 'pudding', 'sashimi', 'wasabi', 'wasabi', 'maki roll 1', 'sashimi', 'pudding', 'tempura', 'dumpling', 'squid nigiri', 'tempura']","['pudding', 'pudding', 'chopsticks', 'sashimi', 'salmon nigiri', 'salmon nigiri', 'sashimi', 'egg nigiri', 'maki roll 2', 'wasabi', 'maki roll 1', 'salmon nigiri']",52,29
1725,576,1,"['wasabi', 'chopsticks', 'wasabi', 'pudding', 'dumpling', 'chopsticks', 'salmon nigiri', 'egg nigiri', 'maki roll 1', 'maki roll 3']","['pudding', 'maki roll 1', 'maki roll 2', 'dumpling', 'maki roll 2', 'salmon nigiri', 'maki roll 2', 'maki roll 2', 'tempura', 'maki roll 3']",7,6
1726,576,2,"['pudding', 'salmon nigiri', 'salmon nigiri', 'maki roll 3', 'maki roll 3', 'sashimi', 'tempura', 'sashimi', 'sashimi', 'maki roll 2', 'tempura']","['pudding', 'sashimi', 'sashimi', 'maki roll 3', 'pudding', 'squid nigiri', 'egg nigiri', 'pudding', 'sashimi', 'wasabi', 'pudding']",32,23
1727,576,3,"['pudding', 'pudding', 'squid nigiri', 'dumpling', 'chopsticks', 'pudding', 'maki roll 2', 'dumpling', 'dumpling', 'chopsticks', 'dumpling']","['pudding', 'pudding', 'pudding', 'pudding', 'sashimi', 'maki roll 3', 'tempura', 'maki roll 2', 'maki roll 2', 'maki roll 1', 'wasabi', 'squid nigiri', 'dumpling', 'maki roll 1']",42,36
1728,577,1,"['maki roll 1', 'salmon nigiri', 'tempura', 'squid nigiri', 'tempura', 'tempura', 'sashimi', 'egg nigiri', 'sashimi', 'maki roll 3']","['dumpling', 'sashimi', 'squid nigiri', 'maki roll 2', 'dumpling', 'maki roll 3', 'dumpling', 'maki roll 2', 'salmon nigiri', 'sashimi']",14,14
1729,577,2,"['salmon nigiri', 'tempura', 'tempura', 'maki roll 3', 'tempura', 'pudding', 'sashimi', 'dumpling', 'maki roll 3', 'egg nigiri']","['egg nigiri', 'tempura', 'wasabi', 'maki roll 1', 'maki roll 1', 'sashimi', 'squid nigiri', 'squid nigiri', 'salmon nigiri', 'sashimi']",29,26
1730,577,3,"['pudding', 'pudding', 'dumpling', 'salmon nigiri', 'maki roll 2', 'sashimi', 'tempura', 'wasabi', 'maki roll 3', 'maki roll 2', 'sashimi']","['chopsticks', 'chopsticks', 'pudding', 'dumpling', 'maki roll 1', 'dumpling', 'dumpling', 'sashimi', 'salmon nigiri', 'maki roll 2']",44,31
1731,578,1,"['pudding', 'salmon nigiri', 'salmon nigiri', 'squid nigiri', 'tempura', 'dumpling', 'squid nigiri', 'egg nigiri', 'tempura', 'dumpling']","['egg nigiri', 'maki roll 2', 'dumpling', 'sashimi', 'tempura', 'tempura', 'maki roll 2', 'squid nigiri', 'pudding', 'sashimi']",22,13
1732,578,2,"['pudding', 'squid nigiri', 'dumpling', 'wasabi', 'sashimi', 'pudding', 'wasabi', 'sashimi', 'maki roll 3', 'dumpling', 'maki roll 3']","['pudding', 'squid nigiri', 'maki roll 3', 'maki roll 3', 'maki roll 2', 'maki roll 1', 'salmon nigiri', 'maki roll 3', 'chopsticks', 'maki roll 3', 'sashimi']",31,21
1733,578,3,"['pudding', 'pudding', 'maki roll 2', 'chopsticks', 'dumpling', 'pudding', 'egg nigiri', 'salmon nigiri', 'dumpling', 'maki roll 2', 'chopsticks', 'sashimi']","['pudding', 'tempura', 'maki roll 2', 'tempura', 'tempura', 'pudding', 'tempura', 'maki roll 3', 'egg nigiri', 'sashimi', 'egg nigiri']",46,30
1734,579,1,"['egg nigiri', 'squid nigiri', 'sashimi', 'dumpling', 'egg nigiri', 'dumpling', 'dumpling', 'wasabi', 'egg nigiri', 'maki roll 3']","['maki roll 2', 'maki roll 2', 'dumpling', 'maki roll 2', 'salmon nigiri', 'tempura', 'maki roll 1', 'wasabi', 'salmon nigiri', 'wasabi']",15,8
1735,579,2,"['sashimi', 'squid nigiri', 'tempura', 'dumpling', 'tempura', 'chopsticks', 'tempura', 'sashimi', 'maki roll 1', 'tempura']","['dumpling', 'tempura', 'maki roll 2', 'tempura', 'dumpling', 'pudding', 'maki roll 2', 'egg nigiri', 'pudding', 'maki roll 1']",32,20
1736,579,3,"['pudding', 'maki roll 3', 'tempura', 'maki roll 2', 'tempura', 'chopsticks', 'pudding', 'maki roll 3', 'sashimi', 'dumpling']","['pudding', 'pudding', 'maki roll 2', 'sashimi', 'salmon nigiri', 'maki roll 2', 'salmon nigiri', 'sashimi', 'squid nigiri', 'salmon nigiri', 'dumpling', 'egg nigiri']",47,37
1737,580,1,"['maki roll 2', 'squid nigiri', 'chopsticks', 'maki roll 1', 'wasabi', 'sashimi', 'tempura', 'tempura', 'sashimi', 'maki roll 1']","['tempura', 'chopsticks', 'sashimi', 'tempura', 'maki roll 1', 'tempura', 'maki roll 3', 'chopsticks', 'wasabi', 'tempura']",11,13
1738,580,2,"['sashimi', 'maki roll 2', 'dumpling', 'maki roll 2', 'squid nigiri', 'chopsticks', 'maki roll 3', 'maki roll 1', 'dumpling', 'dumpling']","['maki roll 2', 'sashimi', 'egg nigiri', 'sashimi', 'salmon nigiri', 'pudding', 'salmon nigiri', 'tempura', 'egg nigiri', 'salmon nigiri']",26,24
1739,580,3,"['maki roll 2', 'tempura', 'dumpling', 'squid nigiri', 'dumpling', 'pudding', 'maki roll 2', 'pudding', 'wasabi', 'egg nigiri']","['pudding', 'egg nigiri', 'pudding', 'maki roll 1', 'pudding', 'sashimi', 'dumpling', 'dumpling', 'dumpling', 'pudding', 'pudding']",33,40
1740,581,1,"['sashimi', 'pudding', 'maki roll 2', 'dumpling', 'pudding', 'squid nigiri', 'chopsticks', 'maki roll 2', 'pudding', 'maki roll 3']","['chopsticks', 'dumpling', 'tempura', 'maki roll 2', 'maki roll 3', 'dumpling', 'tempura', 'salmon nigiri', 'wasabi', 'egg nigiri']",10,14
1741,581,2,"['pudding', 'pudding', 'pudding', 'sashimi', 'sashimi', 'maki roll 1', 'salmon nigiri', 'tempura', 'egg nigiri', 'sashimi', 'dumpling', 'maki roll 2', 'dumpling']","['dumpling', 'pudding', 'pudding', 'maki roll 2', 'dumpling', 'salmon nigiri', 'maki roll 2', 'dumpling', 'sashimi', 'tempura']",29,25
1742,581,3,"['pudding', 'pudding', 'pudding', 'egg nigiri', 'tempura', 'maki roll 2', 'maki roll 3', 'dumpling', 'tempura', 'maki roll 1', 'squid nigiri', 'maki roll 2', 'pudding']","['pudding', 'pudding', 'squid nigiri', 'egg nigiri', 'salmon nigiri', 'maki roll 3', 'tempura', 'sashimi', 'sashimi', 'maki roll 1', 'dumpling', 'salmon nigiri']",51,31
1743,582,1,"['chopsticks', 'pudding', 'sashimi', 'maki roll 3', 'tempura', 'maki roll 2', 'salmon nigiri', 'dumpling', 'maki roll 2', 'salmon nigiri']","['tempura', 'sashimi', 'dumpling', 'salmon nigiri', 'wasabi', 'maki roll 2', 'wasabi', 'dumpling', 'squid nigiri', 'maki roll 2']",11,11
1744,582,2,"['pudding', 'sashimi', 'tempura', 'maki roll 3', 'wasabi', 'dumpling', 'salmon nigiri', 'tempura', 'tempura', 'maki roll 3', 'dumpling']","['maki roll 3', 'squid nigiri', 'sashimi', 'maki roll 3', 'tempura', 'salmon nigiri', 'dumpling', 'maki roll 3', 'sashimi', 'squid nigiri']",24,23
1745,582,3,"['pudding', 'chopsticks', 'maki roll 1', 'maki roll 2', 'maki roll 1', 'dumpling', 'pudding', 'salmon nigiri', 'salmon nigiri', 'pudding', 'sashimi']","['sashimi', 'pudding', 'egg nigiri', 'chopsticks', 'egg nigiri', 'maki roll 1', 'salmon nigiri', 'maki roll 1', 'sashimi', 'pudding']",41,24
1746,583,1,"['maki roll 3', 'salmon nigiri', 'sashimi', 'squid nigiri', 'maki roll 3', 'squid nigiri', 'salmon nigiri', 'salmon nigiri', 'sashimi', 'maki roll 2']","['salmon nigiri', 'dumpling', 'squid nigiri', 'sashimi', 'maki roll 2', 'dumpling', 'chopsticks', 'maki roll 2', 'pudding', 'sashimi']",18,11
1747,583,2,"['maki roll 2', 'sashimi', 'maki roll 1', 'wasabi', 'pudding', 'pudding', 'pudding', 'maki roll 3', 'dumpling', 'maki roll 2']","['pudding', 'tempura', 'dumpling', 'salmon nigiri', 'dumpling', 'squid nigiri', 'pudding', 'maki roll 3', 'maki roll 3', 'dumpling', 'dumpling']",25,29
1748,583,3,"['pudding', 'pudding', 'pudding', 'salmon nigiri', 'maki roll 2', 'salmon nigiri', 'egg nigiri', 'wasabi', 'tempura', 'squid nigiri', 'tempura', 'wasabi', 'tempura']","['pudding', 'pudding', 'wasabi', 'sashimi', 'pudding', 'maki roll 2', 'dumpling', 'wasabi', 'maki roll 2', 'tempura', 'chopsticks', 'maki roll 1']",44,36
1749,584,1,"['squid nigiri', 'salmon nigiri', 'tempura', 'wasabi', 'dumpling', 'maki roll 2', 'salmon nigiri', 'salmon nigiri', 'pudding', 'salmon nigiri']","['chopsticks', 'sashimi', 'maki roll 3', 'salmon nigiri', 'maki roll 2', 'pudding', 'pudding', 'salmon nigiri', 'maki roll 3', 'maki roll 1']",15,7
1750,584,2,"['pudding', 'tempura', 'wasabi', 'egg nigiri', 'pudding', 'tempura', 'sashimi', 'dumpling', 'maki roll 1', 'tempura', 'wasabi']","['pudding', 'pudding', 'salmon nigiri', 'tempura', 'maki roll 3', 'maki roll 2', 'maki roll 2', 'dumpling', 'dumpling', 'maki roll 1', 'tempura', 'egg nigiri']",25,21
1751,584,3,"['pudding', 'pudding', 'dumpling', 'tempura', 'pudding', 'dumpling', 'chopsticks', 'tempura', 'dumpling', 'sashimi', 'egg nigiri', 'maki roll 1']","['pudding', 'pudding', 'squid nigiri', 'maki roll 2', 'salmon nigiri', 'maki roll 1', 'sashimi', 'egg nigiri', 'sashimi', 'pudding', 'pudding', 'maki roll 2']",34,36
1752,585,1,"['maki roll 2', 'pudding', 'salmon nigiri', 'salmon nigiri', 'pudding', 'pudding', 'maki roll 3', 'maki roll 1', 'maki roll 1', 'dumpling']","['maki roll 3', 'dumpling', 'wasabi', 'pudding', 'sashimi', 'maki roll 3', 'tempura', 'maki roll 2', 'tempura', 'salmon nigiri']",8,11
1753,585,2,"['pudding', 'pudding', 'pudding', 'chopsticks', 'dumpling', 'pudding', 'tempura', 'wasabi', 'maki roll 3', 'squid nigiri', 'maki roll 2', 'pudding', 'dumpling']","['pudding', 'egg nigiri', 'dumpling', 'sashimi', 'sashimi', 'pudding', 'sashimi', 'salmon nigiri', 'squid nigiri', 'maki roll 3', 'wasabi']",20,31
1754,585,3,"['pudding', 'pudding', 'pudding', 'pudding', 'pudding', 'maki roll 2', 'maki roll 1', 'dumpling', 'maki roll 3', 'sashimi', 'maki roll 2', 'pudding', 'dumpling', 'tempura', 'sashimi']","['pudding', 'pudding', 'tempura', 'tempura', 'maki roll 1', 'maki roll 1', 'dumpling', 'maki roll 2', 'tempura', 'dumpling', 'sashimi', 'tempura']",35,41
1755,586,1,"['egg nigiri', 'tempura', 'maki roll 3', 'dumpling', 'pudding', 'sashimi', 'sashimi', 'tempura', 'chopsticks', 'tempura']","['maki roll 2', 'maki roll 2', 'tempura', 'maki roll 3', 'dumpling', 'sashimi', 'salmon nigiri', 'wasabi', 'egg nigiri', 'chopsticks']",10,7
1756,586,2,"['pudding', 'pudding', 'sashimi', 'egg nigiri', 'salmon nigiri', 'dumpling', 'tempura', 'sashimi', 'salmon nigiri', 'maki roll 2', 'maki roll 2']","['maki roll 2', 'maki roll 3', 'tempura', 'maki roll 3', 'salmon nigiri', 'maki roll 2', 'squid nigiri', 'sashimi', 'dumpling', 'salmon nigiri']",19,18
1757,586,3,"['pudding', 'pudding', 'salmon nigiri', 'salmon nigiri', 'maki roll 3', 'tempura', 'tempura', 'maki roll 1', 'dumpling', 'pudding', 'dumpling', 'wasabi']","['maki roll 1', 'sashimi', 'maki roll 3', 'sashimi', 'maki roll 2', 'pudding', 'dumpling', 'pudding', 'dumpling', 'dumpling']",40,21
